Newspaper,Date,Headline,Article,ChatGPT Generated Summary,Pegasus Generated Summary,ROUGE-1,ROUGE-2,ROUGE-L
The Times of India,2021-01-05,"Goa: Women volunteers chip in with funds, care to support Covid +ve","PANAJI: Every evening after 6pm, Ana Gracias, a Chimbel resident finds her phone inundated with calls and text messages from residents in her village who need resources to survive the pandemic.

Sometimes the requests are as simple as provision of a few days’ ration and medication for the home-isolated. For others, the requirement is that of an ambulance or the urgent need to go to the nearest Covid hospital.

“I give ration and cooked meals to the home-isolated, which are donated by priests, besides personally taking people to Goa Medical College if they are symptomatic. There was one case where a woman living in Curca died in her home and her family couldn’t cremate her. I took it upon myself to do her final rites,” Gracias told TOI.
From driving patients to hospitals at odd hours to fostering children of underprivileged Covid patients, there are a few women in Goa who are volunteering to help within their capacity, sometimes with their own funds, even if all they receive in return, at times, is thanklessness.
Diana Tavares, a nurse from Margao, personally visits Covid patients and monitors their health. She also connects them with doctors for phone advice and helps their families arrange oxygen cylinders, oxygen masks and ambulances.

“This is especially in cases where families are not willing to go near the Covid patient for fear of contracting the virus,” she said.

A month ago, Runa Aggarwal, a business consultant, was driving around the city till 4am trying to find an oxygen mask for someone who desperately needed it.

The SOS was posted on a WhatsApp group from an unknown number for a home isolated patient she had never met.

She is always on her feet responding to several such SOSes, irrespective of the time of day, giving hope to humanity.

“There is an army of people risking themselves to ensure that others don’t die. It is the people that are out there doing all this for one another when it’s the government’s duty to do so,” Aggarwal said.
Activist Tallulah Da Silva has taken it upon herself to watch 15 children of underprivileged backgrounds — most of whom are kin of daily wage workers. She keeps them engaged in a backyard class involving art, community farming and learning activities through the day until it is time for them to return home. Six of these children aged between 10 to 16, she has been fostering herself, since their families are struggling with pandemic-related difficulties.

“The children are slowly overcoming their fears and finding their own peace during this turbulent time,” she said.

While most of Goa’s educated community is able to get at least some attention at hospitals and testing centres, the underprivileged are often treated like second class citizens, leaving them hesitant to seek help.

“Many of them don’t want to go to hospitals due to the behaviour meted out towards them, and often don’t even get themselves tested when they show symptoms. They now also have a fear that taking the vaccine will kill them, which is why there is a need to educate them,” Gracias said.

Her efforts to enlighten Chimbel’s Indiranagar slum dwellers with the importance of getting the vaccine has often been snubbed, with some of the migrants even rudely demanding that she leave their doorstep.


“The underprivileged have no access to accurate information and even the government isn’t doing enough to help them. They are totally at the risk of the virus,” said Crystal Lobo Fernandes, a Mapusa resident.

Having lost her job due to the pandemic, Lobo was figuring out how to stand on her feet again when she instead decided to dedicate the entire month of May to volunteer work.


“Women in many areas tend to be more empathetic and can respond better to crisis situations. We have therefore been able to do more than men during the pandemic,” Lobo said.
","In Goa, several women are volunteering their time and resources to help those affected by the COVID-19 pandemic. Ana Gracias from Chimbel provides ration and meals to home-isolated individuals, helps with hospital visits, and even conducted the final rites for a deceased woman. Diana Tavares, a nurse from Margao, monitors the health of COVID patients, connects them with doctors for advice, and assists with oxygen-related needs. Runa Aggarwal responds to SOS calls for oxygen masks and other resources, while activist Tallulah Da Silva fosters and educates underprivileged children, providing them with a safe space. These women emphasize the importance of community support during the pandemic.","As Goa grapples with the spread of swine flu (Covid) and the number of people dying from the disease soars to more than 100 in the state, a small army of volunteers is working round the clock to ensure that those affected by the virus do not die.",0.2564102564102564,0.03896103896103896,0.14102564102564102
The Times of India,2023-12-22,Utah Jazz shines as Detroit Pistons approach NBA record with 25th consecutive loss,"NEW DELHI: The Detroit Pistons suffered their 25th consecutive loss, putting them one away from matching the NBA's single-season record, as they fell to the Utah Jazz 119-111. The Pistons now share the ignominious position with the 2010-11 Cleveland Cavaliers and the 2013-14 Philadelphia 76ers, both of whom experienced 26 consecutive losses in a single season. The all-time longest losing streak in NBA history is held by the 76ers, who went through a 28-game skid spanning the 2014-15 and 2015-16 seasons.

Kelly Olynyk was a standout performer for the Utah Jazz, contributing 27 points, six assists, and four steals. Collin Sexton added 19 points, eight assists, and four steals to help the Jazz secure the victory. The Pistons were led by Cade Cunningham, who recorded 28 points, 10 assists, and seven rebounds, but it wasn't enough to break their losing streak.

— utahjazz (@utahjazz)

Despite the Pistons' struggles, the game remained competitive, with Detroit managing to tie the score at various points. However, the Jazz ultimately pulled away in the fourth quarter, securing the win and leaving the Pistons on the brink of the unwanted record.

The Pistons have faced challenges this season, and their young roster is working through a rebuilding phase. The team will aim to regroup and end their losing streak in the upcoming games.
(With Reuters inputs)","The Detroit Pistons endured their 25th consecutive loss, nearing the NBA's single-season record, following a 119-111 defeat to the Utah Jazz. This puts them one game away from sharing the record with the 2010-11 Cleveland Cavaliers and the 2013-14 Philadelphia 76ers, both of whom had 26 consecutive losses. Kelly Olynyk's outstanding performance led the Jazz, while Cade Cunningham's efforts for the Pistons fell short. Despite moments of competitiveness, the Pistons couldn't break the streak, emphasizing their ongoing challenges and rebuilding phase this season.",The Utah Jazz beat the Detroit Pistons 106-97 to extend the NBA's longest losing streak to 19 games.,0.21621621621621623,0.11009174311926606,0.14414414414414417
The Tribune,2020-11-22,"Indian scientists develop AI tool for early diagnosis of breast cancer""","Researchers at IIT Delhi have developed an AI-powered tool capable of detecting breast cancer at an early stage. This tool analyzes mammograms with high accuracy, potentially leading to earlier diagnoses and improved treatment outcomes. The development holds immense promise for saving lives and contributing to advancements in cancer diagnosis and treatment."," Indian scientists have created an AI tool that can detect breast cancer earlier, offering hope for faster diagnoses, better treatment, and potentially saving lives",Scientists at the Indian Institute of Technology (IIT) Delhi have developed an artificial intelligence (AI)-powered breast cancer detection tool.,0.4090909090909091,0.04761904761904762,0.2727272727272727
The Tribune,2020-11-22,Yoga gains global recognition as UN declares June 21st International Day of Yoga,"Marking a significant milestone, the United Nations officially declared June 21st as the International Day of Yoga. This recognition underlines the growing global appreciation for yoga's physical and mental health benefits, promoting its practice and integration into holistic wellness routines worldwide","Yoga receives global recognition with the UN declaring June 21st as International Day of Yoga, highlighting its widespread acceptance and contribution to health and well-being.v","As part of the International Day of Yoga, BBC News takes a look at some of the benefits of the ancient practice.",0.24489795918367346,0.12765957446808512,0.20408163265306123
The Hindu,2023-12-29,India records 797 new COVID-19 cases,"India has logged 797 new cases of COVID-19, the highest in 225 days, while the number of active cases of the infection have been recorded at 4,091, the health ministry said on Friday.
The country had recorded 865 new cases on May 19.
The number of daily cases had dropped to double-digits till December 5, but the cases have again gone up after emergence of a new variant and cold weather conditions.

The daily numbers were in lakhs at the peak of the pandemic, which began in early 2020 and has seen more than 4.5 crore people getting infected and over 5.3 lakh deaths in about four years since then across the country.

The number of people who have recuperated from the disease stands at over 4.4 crore with a national recovery rate of 98.81 per cent, according to the ministry's website.

According to the website, 220.67 crore doses of COVID-19 vaccines have so far been administered in the country.","
India's COVID-19 cases jumped to a 225-day high with 797 new infections, pushing active cases past 4,000. Five deaths, mostly from Kerala and Maharashtra, were also reported. The surge follows a December drop to double digits but coincides with a new variant and colder weather. Despite over 4.5 crore infections and 5.3 lakh deaths since 2020, recovery rate remains high at 98.8%. Over 220 crore vaccine doses have been administered. Authorities are urging caution and adherence to safety measures.","The number of people who have died in India from the H1N1 virus in the past six months has risen to 456, the health ministry has said.",0.10619469026548672,0.0,0.07079646017699115
The Tribune,2020-11-22,"Punjabi cinema emerges as a force to be reckoned with, captivating audiences beyond borders""","The article explores the burgeoning success of Punjabi cinema, transcending regional boundaries and capturing the hearts of audiences across India and internationally. Highlighting critically acclaimed films and talented actors, the piece examines the evolution of Punjabi cinema and its growing influence on the global entertainment landscape.

","Punjabi cinema is breaking barriers and captivating audiences worldwide, with compelling stories and talented actors propelling it into the mainstream Indian and international entertainment scene.","In our series of letters from African journalists, filmmaker and columnist Farai Sevenzo looks at the changing face of Punjabi cinema.",0.17391304347826086,0.04545454545454545,0.08695652173913043
The Times of India,2023-12-26,Detective Conan's 27th anime film unveils exciting trailers and visuals,"The anticipation for the upcoming Detective Conan film, The Million Dollar Signpost, is soaring as new trailers and visuals have been unveiled. Set against a historical backdrop, the story begins in the Edo period with the vice commander of Shinsengumi, Toshizo Hijikata, wielding the Seiryotou sword. Fast forward to the present day, where a twist unfolds as Kaito Kid, known for targeting the Big Jewel, suddenly pursues the same legendary sword, prompting a thrilling battle involving Conan, striving to unravel Kid's motives, and Heiji Hattori, entangled in a history with the enigmatic thief.
◤◢◤ 探 偵 × 怪 盗 ◢◤◢

━━ 十文字ビジュアル 解禁 ━━

不敵に笑う怪盗キッドと
意味ありげな眼差しを向けるコナン…
二人の間を､平次が刀で鋭くたち切る!💥

背後に描かれた十文字傷は一体…#100万ドルの五稜星(みちしるべ)
🎬𝟸𝟶𝟸𝟺.𝟺.𝟷𝟸 𝙵𝚁𝙸 𝚁𝙾𝙰𝙳𝚂𝙷𝙾𝚆 pic.twitter.com/KwU6QpaEhy

— 劇場版名探偵コナン【公式】 (@conan_movie) December 25, 2023

A noteworthy aspect of this film is the introduction of Hijikata Toshizo, voiced by the talented Kenjiro Tsuda, renowned for roles in anime like Yu-Gi-Oh! and JUJUTSU KAISEN. The clash between Heiji and Kaito Kid promises to add another layer of excitement to the storyline.
Scheduled for release on April 12, 2024, in Japan, this 27th installment follows the success of its predecessor, Iron Submarine, which made history in the Detective Conan franchise. ""Iron Submarine"" became the first film in the series to surpass the 10-billion-yen mark, garnering immense success with 9.26 million tickets sold, catapulting it to become the 19th highest-grossing film in Japan.
For avid fans awaiting the new film, a special treat awaits in the form of 'Detective Conan vs. Kid the Phantom Thief,' a compilation film set to hit screens on January 5. This special feature combines and re-edits TV episodes, including the debut of Kid the Phantom Thief, along with fresh footage, offering a unique perspective on the iconic confrontation between Conan and Kid.

Since its inception in 1994, Detective Conan has captivated audiences with its gripping manga and its long-running television anime, complemented by an extensive film series. With each new release, the franchise continues to captivate audiences and cement its place as a beloved part of Japanese cinema.
","The anticipation for Detective Conan's upcoming film, ""The Million Dollar Signpost,"" is heightened with intriguing trailers. Set in the Edo period, the story involves the Shinsengumi vice commander, Toshizo Hijikata, and Kaito Kid pursuing the Seiryotou sword. The clash unfolds with Conan and Heiji Hattori, adding excitement. Voiced by Kenjiro Tsuda, Hijikata's introduction is a highlight. Scheduled for April 12, 2024, following the success of ""Iron Submarine,"" this 27th installment aims to continue the franchise's legacy. A special treat, 'Detective Conan vs. Kid the Phantom Thief,' precedes the film on January 5, combining TV episodes and fresh footage.",Check out the new images from the film below:,0.05454545454545454,0.018518518518518517,0.05454545454545454
The Tribune,2020-11-22,"Harmanpreet Kaur's fiery knock takes India to T20 World Cup final, ignites national pride"," Cricket fans across India erupted in jubilation as Harmanpreet Kaur's explosive batting performance led the Indian women's cricket team to the T20 World Cup final. The article captures the excitement and national pride surrounding this historic achievement, highlighting the team's resilience and Kaur's individual brilliance.

","Indian cricket fans celebrate as Harmanpreet Kaur's powerful batting powers the women's team to the T20 World Cup final, sparking national pride and showcasing their resilience and talent.","The Indian women's cricket team won the World Twenty20 for the first time in their history, beating England by eight wickets in the final in Bangalore on Sunday.",0.33898305084745767,0.03508771929824562,0.23728813559322037
The Hindu,2022-06-09,Paytm announces cashback to devotees travelling to Ayodhya,"Paytm's cashback offer for devotees traveling to Ayodhya makes their pilgrimage more affordable and accessible. I am aware of Paytm's previous ""100% cashback offer"" for flight and bus bookings to Ayodhya, where every tenth user using the promo codes 'BUSAYODHYA' and 'FLYAYODHYA' received a full refund on their travel tickets.

Do you have any specific questions about Paytm's latest cashback offer? Here are some things I can help you with:

Finding details about the new offer, like cashback percentage, eligibility criteria, validity period, etc.
Checking if the offer is applicable on your preferred travel mode and date.
Comparing Paytm's offer with other available options for travel bookings to Ayodhya.
Helping you with the booking process on the Paytm platform.","Cashback percentage: What percentage of the travel cost will be refunded?
Eligibility criteria: Who is eligible for the offer? Are there any restrictions based on travel dates, booking platform, or user type?
Validity period: When does the offer start and end?
Travel mode: Does the offer apply to flights, buses, trains, or any other mode of transportation",Book flight tickets to Ayodhya on Paytm and get 100% cashback.,0.1764705882352941,0.0,0.058823529411764705
The Times of India,2023-08-16,"NVS Class 6 Admission 2024: Registration process ends tomorrow, apply now at navodaya.gov.in","NEW DELHI: Navodya Vidyalaya Samiti will close down the registration window for JNVST Class 6 Admission tomorrow, August 17. Parents and guardians who have not filled out the application form for their children must complete the registration by tomorrow at the official website at navodaya.gov.in.
As per the schedule, the JNVST Selection Test for Class 6 Admission for the session 2023-24 will be conducted in two phases - November 04 (Phase-I) and January 20 (Phase-II). While the result will be announced by March or April 2024.
Apply Here: NVS Class 6 Admission Form 2024-25

You can follow the step-by-step process given below to apply for NVS Class 6 Admission 2024-25.

Steps to register for NVS 6th Admission 2024?

Step 1: Visit the official website at navodaya.gov.inStep 2: On the homepage, click on the JNV Admission Form 2023 for class 6 link

Step 3: Fill out the application form

Step 4: Upload relevant documents and pay the fee

Step 5: Submit the form and take a printout for future references","Navodya Vidyalaya Samiti will close JNVST Class 6 Admission registration on August 17. Parents must complete the application process on the official website, navodaya.gov.in. The selection test for the 2023-24 session will be in two phases on November 04 (Phase-I) and January 20 (Phase-II), with results expected by March or April 2024. To apply, visit the website, click on the JNV Admission Form 2023 for class 6, fill out the form, upload documents, pay the fee, and submit the form. Applicants should take a printout for future reference. Apply before the August 17 deadline.",How to apply for Jawahar Navodaya University admission test?,0.1111111111111111,0.018867924528301883,0.05555555555555555
The Hindu,2022-02-05,Publicity vehicle flagged off in Erode,"To create awareness among the electors on the urban bodies elections to ensure 100% polling on February 19, a hi-tech LED publicity vehicle was flagged off by District Election Officer and Collector H. Krishnanunni at the Collectorate here on Saturday.

Officials said the vehicle would cover the wards in Erode Corporation, municipalities of Bhavani, Gobichettipalayam, Sathyamangalam and Punjai Puliyampatti and the 42 town panchayats in the district till February 18.","A hi-tech LED publicity vehicle has been launched in Erode, India, to raise awareness among voters for the upcoming urban bodies elections on February 19. The District Election Officer and Collector, H. Krishnanunni, flagged off the vehicle, which will traverse Erode Corporation, municipalities of Bhavani, Gobichettipalayam, Sathyamangalam, Punjai Puliyampatti, and the 42 town panchayats in the district until February 18. The initiative aims to promote 100% polling participation in the elections.",The Election Commission of India (ECI) has launched a campaign to ensure free and fair elections in the urban local bodies elections in the district.,0.3711340206185567,0.10526315789473685,0.20618556701030927
the tribune,2020-11-22,Chandigarh's street food scene: A delectable journey through flavors and memories," Embark on a culinary adventure through the vibrant street food scene of Chandigarh. The article delves into the diverse flavors, iconic dishes, and hidden gems that make the city's street food a treasured cultural experience. This piece celebrates the warmth and community spirit woven into the street food tradition, connecting generations and offering a glimpse into Chandigarh's unique culinary heritage.","Get ready for a mouthwatering trip through Chandigarh's bustling street food scene, where delicious flavors, iconic dishes, and hidden gems await, offering a cultural experience and connecting generations through taste",Chandigarh is known as the food capital of India.,0.09999999999999999,0.0,0.09999999999999999
The Times of India,2023-12-23,Shadowverse Flame anime's new arc set to begin in April 2024,"The official website for the Shadowverse Flame anime announces the imminent launch of the seventh cours in April 2024, marking the inception of the riveting ""Ark"" arc.
This highly anticipated segment, shrouded in mystery and anticipation, promises a spellbinding narrative yet to be unraveled. Accompanying this revelation, a striking new visual and an enticing promotional video have been unveiled, sparking fervent excitement among enthusiasts.


Scheduled for broadcast on TV Tokyo and its affiliated networks, the ""Ark"" arc is set to captivate audiences every Saturday at 9:30 a.m. As the second installment in Cygames, Inc.'s Shadowverse card battle smartphone game franchise, Shadowverse Flame embarked on its fifth cours titled ""Shadowverse Flame: Seven Shadows Arc"" on July 8. Concurrently, Crunchyroll has been streaming the anime series, engaging a global audience in its enthralling storyline. Notably, the 25th episode, marking the 75th overall episode of Shadowverse Flame, aired recently, intensifying the anticipation for the forthcoming arc.
Having debuted on TV Tokyo in April 2022, the Shadowverse Flame anime swiftly gained traction, further amplified by Crunchyroll's streaming platform. Its fourth cours, the ""World Ranking arc,"" culminated in March 2023, culminating in the anime's milestone 50th episode, leaving an indelible mark on its dedicated fanbase.

Distinguished by its original storyline and a cast of anime-exclusive characters, the Shadowverse anime orbits around Hiiro Ryūgasaki, a Tensei Academy student whose fate intertwines with a mysterious smartphone housing the enigmatic digital card game ""Shadowverse."" Through this serendipitous encounter, Hiiro embarks on a journey fraught with rivals, thrilling tournaments, and enduring friendships, encapsulating the essence of the Shadowverse world.

Transitioning into its second season, the narrative spotlight shifts to protagonist Light Tenryū and his companions, delineating their growth and evolution through the prism of the captivating Shadowverse universe.


As the countdown begins for the forthcoming ""Ark"" arc, fans worldwide brace themselves for an immersive and exhilarating journey, poised to unravel new mysteries and witness the evolution of beloved characters in the vibrant tapestry of Shadowverse Flame.","The seventh cours of the Shadowverse Flame anime, titled the ""Ark"" arc, is set to launch in April 2024, introducing a mysterious and captivating storyline. Accompanied by a visually striking promotional video, the arc will broadcast on TV Tokyo every Saturday at 9:30 a.m. The anime, known for its original narrative and anime-exclusive characters, gained popularity since its debut in April 2022, with the upcoming arc generating anticipation for new revelations and character development among global fans.",.,0.0,0.0,0.0
india times,2024-01-29,Why Vajpayee called for building Ram temple at an iftar party,"On December 7, 1999, at an Iftar dinner hosted by the BJP’s sole Muslim minister, Shahnawaz Hussain, [PM Atal Bihari] Vajpayee suggested that a “Ram temple could be built at the disputed site in Ayodhya, while a masjid could be built at an alternative site.”
This is what is eventually happening after the final Ram temple Supreme Court court verdict given in November 2019, but at the time it was seen as a controversial statement by the leader of a coalition. It was also seen as a polite way of reinforcing the VHP-BJP’s war cry of ‘Mandir wahin banayenge’ [We shall build the temple only there] during the run up to the Babri masjid demolition in 1992.","In her new book, the senior journalist looks at the factors leading to the former prime minister — who she claims appeared to be ‘out of sync with the agitational politics of the Ram temple movement’ — giving support to the construction of the mandir on the eighth anniversary of the Babri masjid demolition","In our series of letters from Indian journalists, film-maker and columnist Sharmila Tagore looks back at some of the most controversial statements made by politicians and figures over the years.",0.1927710843373494,0.024691358024691357,0.1686746987951807
The Hans India,2021-09-27,Let’s strive to end Naxal menace: Shah to CMs Seeks joint action to choke flow of funds,"Union Home Minister Amit Shah on Sunday urged the Chief Ministers of Naxal-affected States to give priority to addressing the menace so that it can be eradicated within a year and sought a joint strategy to choke the flow of funds to the red ultras.


Addressing the Chief Ministers, State ministers and top officials of 10 Naxal-hit States, Shah said the fight against the Maoists has now reached its final phase and it needs to be accelerated and made decisive. He said the death toll due to the Left Wing Extremism (LWE) violence has come down to 200 in a year. The Chief Ministers who attended the meeting were K Chandrashekar Rao (Telangana), Naveen Patnaik (Odisha), Nitish Kumar (Bihar), Shivraj Singh Chouhan (Madhya Pradesh), Uddhav Thackeray (Maharashtra) and Hemant Soren (Jharkhand). West Bengal Chief Minister Mamata Banerjee, Bhupesh Baghel of Chhattisgarh, Y S Jagan Mohan Reddy of Andhra Pradesh and Kerala CM Pinarayi Vijayan did not attend the meeting. Their States were represented by either a minister or senior officials. Continued on Page 7

Hans News ServiceNew Delhi

CM K Chandrasekhar Rao met Union Home Minister Amit Shah and Union Commerce Minister Piyush Goyal on Sunday. KCR is learnt to have discussed the issues like law and order situation in the State and various developmental measures the State Government was taking up to see that the naxal influence was reduced to almost zero level. ","Union Home Minister Amit Shah called upon Chief Ministers of Naxal-affected states to prioritize eradicating the menace within a year, urging a joint strategy to cut off funding to the red ultras. Addressing officials from 10 affected states, Shah emphasized accelerating the fight against Maoists, citing a reduced death toll of 200 due to Left Wing Extremism violence. CMs including K Chandrashekar Rao, Naveen Patnaik, and Nitish Kumar attended, while others like Mamata Banerjee were represented by officials. Separately, CM KCR met Shah and Union Commerce Minister Piyush Goyal, discussing law and order and developmental measures to minimize Naxal influence.",A high-level meeting of Chief Ministers of Naxal-hit States has decided to intensify the fight against the ultras.,0.21487603305785125,0.08403361344537816,0.1487603305785124
 THE INDIA TIMES,2023-12-29,"India Records 797 New COVID-19 Cases, Highest In 225 Days","India has added 797 new cases of COVID-19 in the past 24 hours, the highest single-day tally in 225 days. The country had recorded 865 new cases on May 19.With this, the number of active COVID-19 cases in India has gone up to 4,091, the health ministry said on Friday.

Five COVID-19 deaths in 24 hours:
Five new fatalities due to COVID-- two from Kerala and one each from Maharashtra, Puducherry and Tamil Nadu -- have been reported in a span of 24 hours, according to the ministry's data.
Kerala accounted for the maximum number of COVID-19 cases at 2,522, followed by Karnataka at 568, Maharashtra at 369, and Tamil Nadu at 156.
The number of daily cases had been on the rise since earlier this month due to the emergence of a new variant of the virus.

157 cases of JN.1:
So far, a total of 157 cases of the new JN.1 variant has been confirmed in India, with 141 cases in December and 16 cases in November. 
The new sub-variant has been detected in Kerala, Gujarat, Goa, Karnataka, Maharashtra, Rajasthan, Tamil Nadu, Telangana and Delhi.

What WHO said
The World Health Organisation (WHO) has classified JN.1 as a separate ""variant of interest"" given its rapidly increasing spread but said it poses a ""low"" global public health risk.
The JN.1 sub-variant of the coronavirus was previously classified as a variant of interest (VOI) as part of the BA.2.86 sub-lineages, the parent lineage that is classified as a VOI, the world body said.

We are prepared: AIIMS
Dr Sanjeev Lalwani, the Medical Superintendent of the All India Institute of Medical Sciences (AIIMS), said that adequate arrangements have been made in case any kind of emergency arises.

""We have made adequate arrangements in case of an emergency. We have all testing facilities. Under my department of Microbiology, we have started a screening facility and emergency simultaneously, and we have arranged for 12 beds in a new private ward,"" Dr Lalwani said.
""As the number of positive cases is increasing, we will scale up the facilities, including the number of beds. We have asked all the departments, particularly the clinical departments, that in case someone with Covid-related symptoms is coming to their wards, they will be treated in isolation within the same ward itself"", said Dr Lalwani.

""We have also made adequate arrangements for medications, PPE Kits and other items which are required to manage the COVID patients. We are keeping a watch on the situation daily. As of now, we have a very limited number of cases. We will be strengthening our system as soon as more cases are reported. But as of now, the situation is not alarming,"" he added.","India's COVID-19 fight sees a concerning uptick with 797 new cases, the highest in 225 days. This, along with 5 new deaths, pushes active cases above 4,000. The rise coincides with the emergence of the JN.1 variant, detected in 9 states, now a ""variant of interest"" for the WHO.
Kerala leads the surge with 2,522 cases, followed by Karnataka and Maharashtra. JN.1 cases total 157, mostly from December. The WHO deems the risk ""low"" globally, but urges vigilance.
Authorities reassure preparedness. AIIMS, a key medical institute, has ramped up testing and isolation facilities, ready to scale up further if needed. While no alarm bells are ringing yet, caution and safety measures remain crucial as India navigates this new wave.
Stay informed and follow guidelines to protect yourself and contribute to curbing the spread.","The death toll in the Ebola outbreak in India has risen to 51, the health ministry said on Friday.",0.1139240506329114,0.0,0.08860759493670885
The Hindu,2022-02-27,North Korea fires ballistic missile in resumption of testing,"North Korea launched a ballistic missile into the sea on Sunday, its neighbours said, in a resumption of weapons tests that came as the United States and its allies are focused on Russia’s invasion of Ukraine.

The missile launch was the eighth of its kind this year. Some experts have said North Korea is trying to perfect its weapons technology and pressure the United States into offering concessions like sanctions relief amid long-stalled disarmament talks. North Korea also might view the U.S. preoccupation with the Ukraine conflict as a chance to accelerate testing activity without any serious response from Washington.

Japanese Defense Minister Nobuo Kishi said the North Korean missile flew about 300 kilometres at a maximum altitude of about 600 kilometres before landing off North Korea’s eastern coast and outside Japan’s exclusive economic zone. No damage to vessels or aircraft has been reported, he said.

“If North Korea deliberately carried out the missile launch while the international community is distracted by the Russian invasion of Ukraine, such an act is absolutely unforgivable,” he told reporters. “Whatever the motives are, North Korea’s repeated missile launches are absolutely inexcusable and we cannot overlook considerable missile and nuclear advancement.”

uters

North Korea launched a ballistic missile into the sea on Sunday, its neighbours said, in a resumption of weapons tests that came as the United States and its allies are focused on Russia’s invasion of Ukraine.

The missile launch was the eighth of its kind this year. Some experts have said North Korea is trying to perfect its weapons technology and pressure the United States into offering concessions like sanctions relief amid long-stalled disarmament talks. North Korea also might view the U.S. preoccupation with the Ukraine conflict as a chance to accelerate testing activity without any serious response from Washington.

Japanese Defense Minister Nobuo Kishi said the North Korean missile flew about 300 kilometres at a maximum altitude of about 600 kilometres before landing off North Korea’s eastern coast and outside Japan’s exclusive economic zone. No damage to vessels or aircraft has been reported, he said.

“If North Korea deliberately carried out the missile launch while the international community is distracted by the Russian invasion of Ukraine, such an act is absolutely unforgivable,” he told reporters. “Whatever the motives are, North Korea’s repeated missile launches are absolutely inexcusable and we cannot overlook considerable missile and nuclear advancement.”

South Korean officials said they detected the launch from the North’s capital area and expressed “deep concerns and grave regret” over it.

During an emergency National Security Council meeting, top South Korean officials said the timing of the launch, during Russia’s invasion of Ukraine, “is not desirable at all for peace and stability in the world and on the Korean Peninsula,” the presidential Blue House said.

The U.S. Indo-Pacific Command later on Sunday condemned the launch and called on North Korea to refrain from further destabilising acts. A statement said the U.S. commitment to the defence of South Korea and Japan “remains ironclad,” though Sunday’s launch didn't pose an immediate threat to U.S. territory and that of its allies.

The launch came a day after North Korea made its first response to the Ukraine war in the form of an article by a government analyst that expressed support for Russia and slammed the United States.

“The basic cause of the Ukraine incident lies in the high-handedness and arbitrariness of the United States, which has ignored Russia’s legitimate calls for security guarantees and only sought a global hegemony and military dominance while clinging to its sanctions campaigns,” Ri Ji Song, a researcher at a North Korean state-run institute on international politics, said in a post published on the website of the Foreign Ministry.

Ri accused Washington of “arrogance” and “double standards” because it describes its rivals’ defense measures as provocations or injustices.

The former Soviet Union was North Korea’s biggest aid provider before its disintegration in the early 1990s. Russian President Vladimir Putin has been pushing to restore his country’s ties with North Korea in what is seen as a bid to regain its traditional domains of influence and secure more allies to better deal with the United States.

Leif-Eric Easley, a professor at Ewha University in Seoul, said the Biden administration needs to show that it maintains a strategic focus on the Indo-Pacific region, including by responding sternly to Pyongyang’s provocations.

“North Korea is not going to do anyone the favor of staying quiet while the world deals with Russia’s aggression against Ukraine,” Mr. Easley said. “Pyongyang has an ambitious schedule of military modernisation. The Kim regime’s strength and legitimacy have become tied to testing ever-better missiles.”

North Korea last month conducted seven rounds of missile tests, a record number of monthly launches since leader Kim Jong Un took power in late 2011. North Korea halted testing activity after the start of the Winter Olympics in China, its last major ally and economic pipeline, earlier this month. Some experts had predicted it would resume launches and possibly test bigger weapons after the Games.

Mr. Kim sent a message to Chinese President Xi Jinping after the Olympics calling for further consolidating bilateral ties “into the invincible one” in the face of what he called “the undisguised hostile policy and military threat of the U.S. and its satellite forces.”

Mr. Xi replied to Mr. Kim last week, saying China is ready to strengthen relations, according to North Korea’s state media.

U.S.-led diplomacy aimed at convincing North Korea to give up its nuclear program in return for economic and political rewards collapsed in early 2019 when then-President Donald Trump rejected Kim’s calls for extensive sanctions relief in exchange for limited denuclearization steps during their second summit in Vietnam.

U.S. officials have since repeatedly called for the resumption of talks without preconditions, but Pyongyang has said it won’t return to the negotiating table unless Washington ends its hostility.","North Korea conducted its eighth ballistic missile launch of the year, firing a missile into the sea amid global attention on Russia's invasion of Ukraine. The missile, detected by South Korea, flew about 300 km before landing off North Korea's eastern coast. Japanese Defense Minister Nobuo Kishi condemned the launch, expressing concerns over North Korea's repeated missile tests. The timing, coinciding with the Ukraine conflict, raised global apprehensions. The U.S. Indo-Pacific Command condemned the launch, emphasizing its commitment to defending South Korea and Japan. North Korea had paused testing during the Winter Olympics and recently expressed support for Russia.","North Korea launched a ballistic missile into the sea on Sunday, its neighbours said, as the United States and its allies preoccupied with Russia’s invasion of Ukraine.",0.30303030303030304,0.13846153846153847,0.21212121212121213
